DIC Brass		
7/30/2018 13:27		
Sample Rate (Hz) = 10000.00		
Effective Sample Rate (Hz) = 5.00		
Section #	1	
Width	16.61	
Thickness	6.44	
Gauge Length	50.8	
Overall Length	195.32	
		
		
Frame #	Load (N)	Displacement (mm)
		
406	30630.5202	23.9903
407	30621.4341	24.0497
408	30642.553	24.1079
409	30664.9102	24.1667
410	30650.453	24.2299
411	30668.8938	24.29
412	30688.8787	24.3486
413	30641.2326	24.4065
414	30771.6981	24.4654
415	30855.3083	24.5311
416	30883.984	24.5912
417	30913.5101	24.6496
418	30942.8274	24.7085
419	30942.9169	24.7699
420	30975.3598	24.8297
421	31000.3653	24.8908
422	31003.2149	24.9505
423	31036.8962	25.0079
424	31057.6943	25.0657
425	31063.1176	25.1264
426	31066.5417	25.1902
427	31109.0331	25.2477
428	31201.8487	25.3087
429	31257.365	25.3657
430	31276.2384	25.4306
431	31274.3809	25.4894
432	31289.2186	25.549
433	31335.1788	25.6062
434	31373.5673	25.6651
435	31447.0171	25.7257
436	31480.1687	25.7887
437	31490.1873	25.8481
438	31439.7362	25.9082
439	31445.6967	25.966
440	31468.2702	26.027
441	31471.56	26.0849
442	31533.8499	26.1481
443	31581.1528	26.2061
444	31617.9598	26.2649
445	31619.9814	26.3308
446	31674.983	26.3891
447	31704.3972	26.4438
448	31751.8345	26.5061
449	31778.1007	26.5651
450	31766.4185	26.6243
451	31786.3214	26.684
452	31805.7171	26.7486
453	31842.6135	26.807
454	31877.7047	26.8661
455	31912.1768	26.9231
456	31914.0119	26.9871
457	31987.7974	27.0427
458	32041.1652	27.1064
459	32063.4031	27.165
460	32034.1977	27.2226
461	32020.5909	27.2867
462	32009.3489	27.3474
463	32033.7128	27.4059
464	32068.4161	27.4643
465	32101.5006	27.5229
466	32146.394	27.5825
467	32172.705	27.6439
468	32184.402	27.707
469	32217.4641	27.7659
470	32260.9775	27.8234
471	32290.9512	27.8854
472	32315.3599	27.944
473	32320.4252	28.0074
474	32325.1696	28.0642
475	32359.761	28.1239
476	32384.7665	28.182
477	32396.4785	28.2445
478	32428.2425	28.3077
479	32465.788	28.3654
480	32497.3656	28.4235
481	32508.1899	28.4838
482	32553.4638	28.5447
483	32648.1966	28.6046
484	32664.3099	28.6661
485	32628.0176	28.7266
486	32599.1405	28.7823
487	32586.0559	28.8407
488	32594.687	28.903
489	32627.8908	28.9654
490	32642.5122	29.0228
491	32685.6376	29.0808
492	32711.9709	29.1403
493	32735.1711	29.2061
494	32775.156	29.2637
495	32810.3665	29.3221
496	32818.1695	29.3811
497	32843.0855	29.4393
498	32846.4648	29.5027
499	32862.2275	29.5644
500	32886.6138	29.6234
501	32899.4074	29.6823
502	32925.0395	29.7399
503	32919.5789	29.8008
504	32949.6944	29.8645
505	32992.7005	29.9222
506	33022.055	29.9798
507	33066.6725	30.0388
508	33136.3401	30.0997
509	33143.8895	30.1643
510	33140.0477	30.223
511	33251.2891	30.281
512	33302.3668	30.3408
513	33304.0378	30.4015
514	33242.0464	30.4621
515	33182.8225	30.5237
516	33171.6775	30.5832
517	33183.9713	30.6404
518	33233.2959	30.6994
519	33232.5052	30.7632
520	33257.0258	30.8238
521	33282.3594	30.8819
522	33304.1199	30.941
523	33347.1483	30.9989
524	33363.1348	31.0643
525	33385.6562	31.1226
526	33393.3622	31.1819
527	33417.2114	31.2396
528	33410.6094	31.2998
529	33433.3172	31.3601
530	33434.384	31.4219
531	33446.6181	31.4817
532	33467.2148	31.5418
533	33477.3379	31.5988
534	33509.3556	31.657
535	33536.0171	31.7227
536	33594.9948	31.7815
537	33643.7375	31.8397
538	33682.9466	31.8989
539	33774.0091	31.9623
540	33817.3584	32.0244
541	33858.8203	32.0788
542	33825.4598	32.1407
543	33947.8537	32.2001
544	33977.1113	32.2632
545	33962.0051	32.3232
546	33905.2505	32.3823
547	33790.4954	32.4425
548	33775.1281	32.4999
549	33775.3295	32.5583
550	33798.6565	32.6231
551	33788.8169	32.6814
552	33804.0574	32.7399
553	33810.4431	32.7981
554	33831.7186	32.8568
555	33865.4446	32.9195
556	33892.4941	32.9812
557	33902.3411	33.0398
558	33915.2467	33.098
559	33931.9195	33.1578
560	33936.8504	33.2192
561	33948.4356	33.282
562	33976.3056	33.3404
563	33986.6525	33.3994
564	33985.0262	33.4578
565	34023.8697	33.5193
566	34024.1532	33.5754
567	34054.3358	33.6399
568	34078.7221	33.6973
569	34122.5712	33.7562
570	34150.113	33.8156
571	34211.7016	33.8778
572	34255.8416	33.9387
573	34316.5276	33.998
574	34392.1333	34.0567
575	34457.243	34.1164
576	34496.1909	34.1762
577	34518.1751	34.2373
578	34491.9537	34.2991
579	34593.3407	34.3579
580	34637.5404	34.4157
581	34680.5614	34.4786
582	34579.443	34.5388
583	34476.467	34.5983
584	34357.8701	34.6562
585	34292.574	34.7148
586	34315.4907	34.7742
587	34327.2176	34.839
588	34308.0159	34.898
589	34318.124	34.9558
590	34346.0089	35.0158
591	34341.5032	35.0796
592	34379.5932	35.1361
593	34387.7916	35.1981
594	34397.4298	35.258
595	34437.9517	35.3157
596	34445.5235	35.3747
597	34448.5224	35.4336
598	34429.7757	35.4993
599	34445.2475	35.5569
600	34463.8375	35.6155
601	34461.0997	35.6736
602	34491.2823	35.739
603	34513.9677	35.8001
604	34504.352	35.8581
605	34521.1441	35.9164
606	34533.4007	35.9783
607	34559.1447	36.0342
608	34622.2626	36.0955
609	34694.1905	36.1584
610	34697.3983	36.2185
611	34754.5558	36.2745
612	34814.1078	36.3321
613	34872.2798	36.3959
614	34943.9169	36.4574
615	35010.9736	36.515
616	34972.0182	36.5736
617	34927.8931	36.6349
618	34916.3676	36.6972
619	34870.4447	36.7566
620	34883.1041	36.8149
621	34861.5003	36.8737
622	34860.0158	36.9323
623	34853.5556	36.9907
624	34871.6457	37.0567
625	34859.8965	37.1161
626	34813.2872	37.1746
627	34817.9944	37.2322
628	34810.6315	37.294
629	34801.5305	37.3572
630	34805.5439	37.4141
631	34822.0227	37.4733
632	34811.012	37.5318
633	34790.2959	37.5911
634	34799.6954	37.6558
635	34765.0294	37.7148
636	34764.0149	37.7737
637	34751.8627	37.8336
638	34753.862	37.8925
639	34771.885	37.956
640	34794.8017	38.0155
641	34850.3329	38.0754
642	34931.3097	38.1333
643	35026.7064	38.1917
644	35008.4223	38.2523
645	35019.2466	38.313
646	35014.3678	38.374
647	35029.8694	38.4328
648	35032.7713	38.4907
649	35017.6949	38.5565
650	35002.4022	38.615
651	35002.2605	38.6731
652	35047.2658	38.7329
653	34913.8163	38.7924
654	34779.0017	38.8498
655	34415.0649	38.9109
656	33717.5976	38.9746
657	1411.8297	39.2164
658	-16.1818	39.0916
659	-30.2586	39.1498
660	-31.5566	39.209
661	-31.5118	39.2734
662	-31.2582	39.3327
663	-31.3402	39.3911
664	-30.8628	39.4516
665	-32.6308	39.5107
666	-27.9012	39.5752
667	-23.6417	39.6337
668	-17.0248	39.6925
669	-23.8729	39.752
670	-17.1814	39.8167
671	-15.8909	39.8753
672	-17.1665	39.935
673	-17.0471	39.9923
674	-16.5548	40.0507
675	-18.2183	40.1138
676	-22.1646	40.1741
677	-15.9953	40.2326
678	-16.0624	40.292
679	-19.7252	40.3498
680	-16.7189	40.4087
681	-19.8744	40.4733
682	-14.8241	40.5325
683	-16.6219	40.591
684	-11.2658	40.6501
685	-14.1826	40.7079
686	-15.5477	40.771
687	-13.8991	40.833
688	-13.7126	40.8928
689	-16.2191	40.9501
690	-10.2363	41.0089
691	-0.725	41.072
692	-13.168	41.133
693	-17.45	41.1897
694	-16.98	41.2497
695	-6.7227	41.3071
696	-16.7786	41.3739
697	-13.3471	41.4297
698	-16.51	41.4902
699	-11.5194	41.5485
700	-17.1367	41.6082
701	-10.9823	41.6695
702	-6.5586	41.7326
